 ,,year,all_authors,first_auth,title,doi,journal,structural_diversity_plant,lifestage_ne,ne_order,ne_family,ne_genus,ne_species,functional_group_ne,crop_type,crop_family,crop_genus,crop_species,crop_phenology,crop_yield,crop_location_country,crop_location_state,annual_perennial,HIPV_name_blend,HIPV_name,HIPV_class,HIPV biopathway,deployment_method_simplified,deployment_method,trap_type,HIPV_MOA,HIPV_dose,Integrated_Approach,single_blend,no_applications,yrs_data,Category,Response Variable,control_mean,control_se,control_sd,control_reps,control individuals per replicate,control total individuals,HIPV_mean,HIPV_se,HIPV_sd,HIPV_reps,HIPV individuals per replicate,HIPV total individuals,Collector,observation ,study_id,reviewer,reviwer
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.21,0.03,,3,,,0.45,0.07,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Attractant,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.18,0.04,,3,,,0.66,0.11,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.25,0.06,,3,,,0.16,0.05,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.09,0.02,,3,,,0.13,0.03,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Attractant,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.02,0.02,,3,,,0.12,0.01,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.22,0.05,,3,,,0.17,0.05,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Miridae,Deraeocoris,brevis,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Attractant,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.07,0.04,,3,,,0.19,0.06,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Syrphidae,NA,NA,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Attractant,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.24,0.05,,3,,,0.46,0.08,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Braconidae,NA,NA,Parasitoid,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Attractant,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.69,0.07,,3,,,1.57,0.14,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Sarcophagidae,NA,NA,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Attractant,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,3.1,0.49,,3,,,11.51,1.5,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Empididae,NA,NA,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,4.77,0.51,,3,,,13.78,1.29,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,NA,NA,NA,Parasitoid,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,24.39,3.14,,3,,,34.79,4.6,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Hemiptera,Miridae,Lygus,hesperus,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.39,0.09,,3,,,0.19,0.04,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Thysanoptera,Phlaeothripidae,Leptothrips,mali,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,1.67,0.33,,3,,,1.97,0.34,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Thysanoptera,Thripidae,Frankliniella,occidentalis,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,505.9,55,,3,,,520.9,36,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Mymaridae,Anagrus,NA,Parasitoid,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,32.8,2.9,,3,,,21,2.1,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Dolichopodidae,NA,NA,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.45,0.06,,3,,,0.72,0.11,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Ichneumonidae,NA,NA,Parasitoid,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.61,0.1,,3,,,0.65,0.08,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,NA,Coleoptera,Coccinellidae,NA,NA,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,0.11,0.03,,3,,,0.13,0.03,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Chloropidae,NA,NA,Predator,Fruit,Vitaceae,Vitis,vinifera var. Concord,prebloom-harvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Yellow sticky card,Neutral,"5g 98% HIPV, 60 mg/day",No,Single,1,1,,Mean of insects,1.32,0.21,,3,,,1.17,0.19,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,NA,NA,NA,NA,Predator,Flower,Cannabaceae,Humulus,lupulus,prebloom-postharvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Canopy shake,Attractant,"5g 98% HIPV, 60 mg/day",Yes,Single,1,1,,Mean of insects,14.5,1.9,,3,,,56.8,7.5,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Coleoptera,Coccinellidae,Stethorus,punctum picipes,Predator,Flower,Cannabaceae,Humulus,lupulus,prebloom-postharvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Canopy shake,Attractant,"5g 98% HIPV, 60 mg/day",Yes,Single,1,1,,Mean of insects,0.07,0.05,,3,,,4.03,1,,3,,,,,3,Yahel,Yahel
3,,2004,DG James and TS Price,"James, DG",Field-Testing of Methyl Salicylate for Recruitment and Retention of Beneficial Insects in Grapes and Hops,10.1023/B:JOEC.0000042072.18151.6f,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Flower,Cannabaceae,Humulus,lupulus,prebloom-postharvest,NA,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,sachet,Controlled release dispenser sachet,Canopy shake,Attractant,"5g 98% HIPV, 60 mg/day",Yes,Single,1,1,,Mean of insects,2.67,0.77,,3,,,19.17,2.69,,3,,,,,3,Yahel,Yahel
4, ,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,vial,Liquid,Yellow sticky card,Attractant,1 ml (98%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.4,0.09,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,(Z)-3-hexenol,GLV,Lox pathway,vial,Liquid,Yellow sticky card,Attractant,1 ml (98%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.4,0.09,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Indole,Benzenoid,Shikimate pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml 99% HIPV:hexenal (1:1),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.35,0.1,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (98%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.29,0.08,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Methyl jasmonate,Jasmonic acid,Lox pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (95%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.23,0.08,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Benzaldehyde,Benzenoid,Shikimate pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (99.5%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.21,0.06,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Linalool,Monoterpenoid,MEP pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (97%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.21,0.07,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,cis-jasmone,Jasmonic acid,Lox pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (90%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.19,0.06,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Methyl anthranilate,Benzenoid,Shikimate pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (26.4%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.19,0.06,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Geraniol,Monoterpenoid,MEP pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (98%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.19,0.07,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Anthocoridae,Orius,tristicolor,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,(E)-2-hexenal,Aldehyde,Lox pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (97%),No,Single,18,1,,Mean of insects,0.15,0.05,,3,,,0.1,0.04,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Diptera,Chloropidae,Thaumatomyia,glabra,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Methyl anthranilate,Benzenoid,Shikimate pathway,vial,Liquid,Yellow sticky card,Attractant,1 ml (26.4%),No,Single,18,1,,Mean of insects,1.2,0.2,,3,,,4450,645,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,(E)-2-hexenal,Aldehyde,Lox pathway,vial,Liquid,Yellow sticky card,Attractant,1 ml (97%),No,Single,18,1,,Mean of insects,0.09,0.04,,3,,,0.44,0.11,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Indole,Benzenoid,Shikimate pathway,vial,Liquid,Yellow sticky card,Attractant,1 ml 99% HIPV:hexenal (1:1),No,Single,18,1,,Mean of insects,0.09,0.04,,3,,,0.41,0.09,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,vial,Liquid,Yellow sticky card,Attractant,1 ml (98%),No,Single,18,1,,Mean of insects,0.09,0.04,,3,,,0.4,0.09,,3,,,,,4,Yahel,Yahel
4,,2005,"James, DG","James, DG",Further field evaluation of synthetic herbivore-induced plant volatiles as attractants for beneficial insects,10.1007/s10886-005-2020-y,JOURNAL OF CHEMICAL ECOLOGY,Simple,NA,Hemiptera,Geocoridae,Geocoris,pallens,Predator,Shoot/Fruit,Fabaceae/Vitaceae,Medicago/Vitis,sativa/vinifera,prebloom-postharvest,,USA,Washington,Perennial,,(Z)-3-hexenol,GLV,Lox pathway,vial,Liquid,Yellow sticky card,Neutral,1 ml (98%),No,Single,18,1,,Mean of insects,0.09,0.04,,3,,,0.35,0.1,,3,,,,,4,Yahel,Yahel
