Study_ID,Title,DOI,Journal,Year,Study_env,Vec_order,Vec_family,Vec_genus,Vec_species,Vec_trait,Other_trait,Vec_stage,Pred_phylum,Pred_class,Pred_order,Pred_family,Pred_genus,Pred_species,Pred_starved,Time_starved_min,Pred_effect,Units,Con_mean,Con_sd,Con_n,Pred_mean,Pred_sd,Pred_n,Graph_text,Sex,Std_pred_level,Std_exp_time_days,Larval_instar,Num_pred,Num_prey,Arena_vol,Time_eating_days,Temp,Cue_type,Experimental_ID,Mixed_prey,Pesticide
133,Comparison of the predation rate of freshwater cyclopoid copepod species on larvae of the mosquito Culex pipiens,10.1046/j.1365-2915.2003.00444.x,Medical and Veterinary Entomology,2003,LAB,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,grandis,NO,0,CONSUMPTIVE,surviving larvae per copedpod per day,9.76,0.36,9,5.85,1.17,9,GRAPH,NA,10,1,EARLY,1,10,30,1,26,NA,B,NO,NO
133,Comparison of the predation rate of freshwater cyclopoid copepod species on larvae of the mosquito Culex pipiens,10.1046/j.1365-2915.2003.00444.x,Medical and Veterinary Entomology,2003,LAB,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Metacyclops,longisetus,NO,0,CONSUMPTIVE,surviving larvae per copedpod per day,9.77,0.39,9,4.93,1.23,9,GRAPH,NA,10,1,EARLY,1,10,30,1,16,NA,A,NO,NO
133,Comparison of the predation rate of freshwater cyclopoid copepod species on larvae of the mosquito Culex pipiens,10.1046/j.1365-2915.2003.00444.x,Medical and Veterinary Entomology,2003,LAB,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Metacyclops,longisetus,NO,0,CONSUMPTIVE,surviving larvae per copedpod per day,9.76,0.36,9,3.27,1.68,9,GRAPH,NA,10,1,EARLY,1,10,30,1,26,NA,B,NO,NO
133,Comparison of the predation rate of freshwater cyclopoid copepod species on larvae of the mosquito Culex pipiens,10.1046/j.1365-2915.2003.00444.x,Medical and Veterinary Entomology,2003,LAB,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Metacyclops,mendocinus,NO,0,CONSUMPTIVE,surviving larvae per copedpod per day,9.77,0.39,9,8.54,1.14,9,GRAPH,NA,10,1,EARLY,1,10,30,1,16,NA,A,NO,NO
133,Comparison of the predation rate of freshwater cyclopoid copepod species on larvae of the mosquito Culex pipiens,10.1046/j.1365-2915.2003.00444.x,Medical and Veterinary Entomology,2003,LAB,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Metacyclops,mendocinus,NO,0,CONSUMPTIVE,surviving larvae per copedpod per day,9.76,0.36,9,7.74,1.56,9,GRAPH,NA,10,1,EARLY,1,10,30,1,26,NA,B,NO,NO
159,Combination of Mesocyclops thermocyclopoides and Bacillus thuringiensis var. israelensis: a better approach for the control of Aedes aegypti larvae in water containers,NA,Journal of Vector Ecology,2004,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DENSITY,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,thermocyclopoides,NO,0,CONSUMPTIVE,density (net sweep),25.94,1.66,4,6.31,1.64,4,TEXT,NA,NA,119,BOTH,NA,350,1.00E+05,112,32,NA,A,NO,NO
159,Combination of Mesocyclops thermocyclopoides and Bacillus thuringiensis var. israelensis: a better approach for the control of Aedes aegypti larvae in water containers,NA,Journal of Vector Ecology,2004,SEMIFIELD,Diptera,Culicidae,Aedes,aegypti,DENSITY,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,thermocyclopoides,NO,0,CONSUMPTIVE,density (net sweep),7.81,4,4,3.25,2.56,4,TEXT,NA,NA,119,BOTH,NA,350,1.00E+05,112,32,NA,B,NO,YES
219,Predator avoidance behavior of Aedes aegypti mosquito larvae infected with mermithid nematodes (Nematoda: Mermithidae),10.3376/1081-1710(2007)32[150:paboaa]2.0.co;2,Journal of Vector Ecology,2007,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,log-transformed mean occurrence of behaviors per 5 minutes,1.4,0.17,14,1.53,0.16,22,GRAPH,NA,2,NA,LATE,1,2,100,NA,NA,PREDDC,A,NO,NO
219,Predator avoidance behavior of Aedes aegypti mosquito larvae infected with mermithid nematodes (Nematoda: Mermithidae),10.3376/1081-1710(2007)32[150:paboaa]2.0.co;2,Journal of Vector Ecology,2007,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,log-transformed mean occurrence of behaviors per 5 minutes,0.99,0.2,14,0.88,0.35,22,GRAPH,NA,2,NA,LATE,1,2,100,NA,NA,PREDDC,B,NO,NO
219,Predator avoidance behavior of Aedes aegypti mosquito larvae infected with mermithid nematodes (Nematoda: Mermithidae),10.3376/1081-1710(2007)32[150:paboaa]2.0.co;2,Journal of Vector Ecology,2007,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,log-transformed mean occurrence of behaviors per 5 minutes,1.56,0.11,14,1.3,0.46,22,GRAPH,NA,2,NA,LATE,1,2,100,NA,NA,PREDDC,C,NO,NO
219,Predator avoidance behavior of Aedes aegypti mosquito larvae infected with mermithid nematodes (Nematoda: Mermithidae),10.3376/1081-1710(2007)32[150:paboaa]2.0.co;2,Journal of Vector Ecology,2007,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,log-transformed mean occurrence of behaviors per 5 minutes,1.52,0.1,15,1.55,0.16,23,GRAPH,NA,2,NA,LATE,1,2,100,NA,NA,PREDDC,D,NO,NO
219,Predator avoidance behavior of Aedes aegypti mosquito larvae infected with mermithid nematodes (Nematoda: Mermithidae),10.3376/1081-1710(2007)32[150:paboaa]2.0.co;2,Journal of Vector Ecology,2007,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,log-transformed mean occurrence of behaviors per 5 minutes,0.98,0.22,15,0.89,0.37,23,GRAPH,NA,2,NA,LATE,1,2,100,NA,NA,PREDDC,E,NO,NO
219,Predator avoidance behavior of Aedes aegypti mosquito larvae infected with mermithid nematodes (Nematoda: Mermithidae),10.3376/1081-1710(2007)32[150:paboaa]2.0.co;2,Journal of Vector Ecology,2007,LAB,Diptera,Culicidae,Aedes,aegypti,BEHAVIOR,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,NO,0,NONCONSUMPTIVE,log-transformed mean occurrence of behaviors per 5 minutes,1.46,0.13,15,1.3,0.32,23,GRAPH,NA,2,NA,LATE,1,2,100,NA,NA,PREDDC,F,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,Mean surviving,48.7,1.55,15,38.5,5.03,15,TEXT,NA,50,1,EARLY,1,50,3170,1,NA,NA,E,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,Mean surviving,48.7,1.55,15,28.6,5.42,15,TEXT,NA,50,1,EARLY,1,50,3170,1,NA,NA,E,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,albopictus,YES,1440,CONSUMPTIVE,Mean surviving,48.7,1.55,15,35.5,6.2,15,TEXT,NA,50,1,EARLY,1,50,3170,1,NA,NA,E,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,Mean surviving,48.4,1.94,15,32.9,6.58,15,TEXT,NA,50,1,EARLY,1,50,360,1,NA,NA,F,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,Mean surviving,48.4,1.94,15,24.2,9.68,15,TEXT,NA,50,1,EARLY,1,50,360,1,NA,NA,F,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,albopictus,YES,1440,CONSUMPTIVE,Mean surviving,48.4,1.94,15,31.7,1.94,15,TEXT,NA,50,1,EARLY,1,50,360,1,NA,NA,F,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,#surviving/50,49.1,0.82,17,29.1,7.27,27,TEXT,NA,50,1,EARLY,1,50,7,1,NA,NA,A,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,#surviving/50,49.1,0.82,17,22.7,8.5,25,TEXT,NA,50,1,EARLY,1,50,7,1,NA,NA,A,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,YES,1440,CONSUMPTIVE,#surviving/50,49.1,0.82,17,15.1,9,28,TEXT,NA,50,1,EARLY,1,50,7,1,NA,NA,A,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,#surviving/50,48,1.73,12,26.2,4.79,19,TEXT,NA,50,1,EARLY,1,50,7,1,NA,NA,B,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,#surviving/50,48,1.73,12,15.9,9.07,17,TEXT,NA,50,1,EARLY,1,50,7,1,NA,NA,B,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,YES,1440,CONSUMPTIVE,#surviving/50,48,1.73,12,13.2,9.11,23,TEXT,NA,50,1,EARLY,1,50,7,1,NA,NA,B,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,#surviving/50,49.2,0.85,8,40.4,2.91,7,TEXT,NA,50,1,LATE,1,50,7,1,NA,NA,C,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,#surviving/50,49.2,0.85,8,41.3,2.38,7,TEXT,NA,50,1,LATE,1,50,7,1,NA,NA,C,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,YES,1440,CONSUMPTIVE,#surviving/50,49.2,0.85,8,43.8,3.2,16,TEXT,NA,50,1,LATE,1,50,7,1,NA,NA,C,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,#surviving/50,50,0,7,50,0,7,TEXT,NA,50,1,LATE,1,50,7,1,NA,NA,D,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,#surviving/50,50,0,7,50,0,7,TEXT,NA,50,1,LATE,1,50,7,1,NA,NA,D,NO,NO
264,"A laboratory and field evaluation of Macrocyclops distinctus, Megacyclops viridis and Mesocyclops pehpeiensis as control agents of the dengue vector Aedes albopictus in a peridomestic area in Nagasaki, Japan",10.1046/j.1365-2915.2002.00377.x,Medical and Veterinary Entomology,2002,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,YES,1440,CONSUMPTIVE,#surviving/50,50,0,7,50,0,7,TEXT,NA,50,1,LATE,1,50,7,1,NA,NA,D,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,no. alive/50,49.06,0.77,15,29.2,5.42,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,A,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,no. alive/50,49.06,0.77,15,22.7,6.58,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,A,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,YES,1440,CONSUMPTIVE,no. alive/50,49.06,0.77,15,15.1,6.58,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,A,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Anopheles,minimus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,no. alive/50,40.4,3.1,15,26.8,7.36,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,C,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Anopheles,minimus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,no. alive/50,40.4,3.1,15,26.9,8.13,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,C,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Anopheles,minimus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,YES,1440,CONSUMPTIVE,no. alive/50,40.4,3.1,15,35.2,6.58,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,C,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Culex,tritaeniorhynchus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Macrocyclops,distinctus,YES,1440,CONSUMPTIVE,no. alive/50,48.4,1.55,15,31.9,5.81,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,B,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Culex,tritaeniorhynchus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Megacyclops,viridis,YES,1440,CONSUMPTIVE,no. alive/50,48.4,1.55,15,29.4,6.2,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,B,NO,NO
266,Life history effects of prey choice by copepods: Implications for biocontrol of vector mosquitoes,NA,Journal of the American Mosquito Control Association,2003,LAB,Diptera,Culicidae,Culex,tritaeniorhynchus,SURVIVAL,NA,LARVA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,YES,1440,CONSUMPTIVE,no. alive/50,48.4,1.55,15,29,10.46,15,TEXT,NA,50,1,EARLY,1,50,5,1,NA,NA,B,NO,NO
310,AN UNUSUAL LARVAL COLLECTION AND SURVIVAL OF ORTHOPODOMYIA SIGNIFERA IN THE PRESENCE OF THE PREDATOR TOXORHYNCHITES RUTILUS SEPTENTRIONALIS,10.2987/09-5878.1,Journal of the American Mosquito Control Association,2009,LAB,Diptera,Culicidae,Aedes,albopictus,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,1440,CONSUMPTIVE,survival (arcsin sq root transformed),1.54,0.09,10,0.3,0.38,10,GRAPH,NA,10,1,LATE,1,10,60,1,26,NA,C,NO,NO
310,AN UNUSUAL LARVAL COLLECTION AND SURVIVAL OF ORTHOPODOMYIA SIGNIFERA IN THE PRESENCE OF THE PREDATOR TOXORHYNCHITES RUTILUS SEPTENTRIONALIS,10.2987/09-5878.1,Journal of the American Mosquito Control Association,2009,LAB,Diptera,Culicidae,Culex,pipiens,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,1440,CONSUMPTIVE,survival (arcsin sq root transformed),1.54,0.09,10,0.59,0.28,10,GRAPH,NA,10,1,LATE,1,10,60,1,26,NA,B,NO,NO
310,AN UNUSUAL LARVAL COLLECTION AND SURVIVAL OF ORTHOPODOMYIA SIGNIFERA IN THE PRESENCE OF THE PREDATOR TOXORHYNCHITES RUTILUS SEPTENTRIONALIS,10.2987/09-5878.1,Journal of the American Mosquito Control Association,2009,LAB,Diptera,Culicidae,Orthopodomyia,signifera,SURVIVAL,NA,LARVA,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,rutilus,YES,1440,CONSUMPTIVE,survival (arcsin sq root transformed),1.5,0.22,10,0.8,0.23,10,GRAPH,NA,10,1,LATE,1,10,60,1,26,NA,A,NO,NO
323,Predation ability and non-consumptive effects of Notonecta sellata (Heteroptera: Notonectidae) on immature stages of Culex pipiens (Diptera: Culicidae),10.1111/j.1948-7134.2012.00223.x,Journal of Vector Ecology,2012,LAB,Diptera,Culicidae,Culex,pipiens,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,sellata,NO,0,NONCONSUMPTIVE,"days, group means",12.46,1.07,4,14.06,0.87,4,GRAPH,FEMALE,CUE,19,BOTH,CUE,10,2000,NA,20,PREDDC,A,NO,NO
323,Predation ability and non-consumptive effects of Notonecta sellata (Heteroptera: Notonectidae) on immature stages of Culex pipiens (Diptera: Culicidae),10.1111/j.1948-7134.2012.00223.x,Journal of Vector Ecology,2012,LAB,Diptera,Culicidae,Culex,pipiens,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,sellata,NO,0,NONCONSUMPTIVE,"days, group means",11.95,0.61,4,13.27,0.84,4,GRAPH,MALE,CUE,19,BOTH,CUE,10,2000,NA,20,PREDDC,A,NO,NO
323,Predation ability and non-consumptive effects of Notonecta sellata (Heteroptera: Notonectidae) on immature stages of Culex pipiens (Diptera: Culicidae),10.1111/j.1948-7134.2012.00223.x,Journal of Vector Ecology,2012,LAB,Diptera,Culicidae,Culex,pipiens,SIZE,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,sellata,NO,0,NONCONSUMPTIVE,"wing length (mm), group means",3.54,0.08,4,3.51,0.06,4,GRAPH,FEMALE,CUE,19,NA,CUE,10,2000,NA,20,PREDDC,A,NO,NO
323,Predation ability and non-consumptive effects of Notonecta sellata (Heteroptera: Notonectidae) on immature stages of Culex pipiens (Diptera: Culicidae),10.1111/j.1948-7134.2012.00223.x,Journal of Vector Ecology,2012,LAB,Diptera,Culicidae,Culex,pipiens,SIZE,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,sellata,NO,0,NONCONSUMPTIVE,"wing length (mm), group means",3.02,0.07,4,2.92,0.06,4,GRAPH,MALE,CUE,19,NA,CUE,10,2000,NA,20,PREDDC,A,NO,NO
353,Diving Behavior in Anopheles gambiae (Diptera: Culicidae): Avoidance of a Predacious Wolf Spider (Araneae: Lycosidae) in Relation to Life Stage and Water Depth,10.1603/0022-2585(2008)45[1050:dbiagd]2.0.co;2,Journal of Medical Entomology,2008,LAB,Diptera,Culicidae,Anopheles,gambiae,SURVIVAL,NA,LARVA,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa,messingerae,YES,4320,CONSUMPTIVE,Survival rate,0.98,0.07,24,0.89,0.11,24,GRAPH,NA,20,1,EARLY,1,20,67,1,28.25,NA,A,NO,NO
